cocunut,age,years_with_bank,marital_status,education,employment,gender,cust_income,current_with_bank_date,current_balance_eur,job_stability_years,address_stability_years,job_stability_missing,address_stability_missing,cust_income_log,mortgage_probability_calibrated,mortgage_prediction_calibrated
80491,42,12,M,HGH,PVE,M,816.8507692,2005-02-16,9449.869385,6.764383561643836,8.126027397260273,0,0,6.706679886218857,0.14570831375784937,1
81484,34,7,M,OTH,STE,M,1048.207692,2010-05-12,2307.692308,6.427397260273972,8.767123287671232,0,0,6.955790579265883,0.1435408260731203,1
81077,28,7,S,BCR,PVE,M,1172.496,2009-10-28,4615.384615,2.265753424657534,11.438356164383562,0,0,7.067742606678537,0.1435408260731203,1
81709,36,3,M,BCR,PVE,M,777.4846154,2013-09-20,2307.692308,8.923287671232877,4.920547945205479,0,0,6.657349229229074,0.1310311135634078,1
81706,37,11,M,HGH,PVE,M,687.2178462,2005-10-13,1307.692308,7.726027397260274,3.5616438356164384,0,0,6.534105424733059,0.1310311135634078,1
80025,37,11,M,HGH,PVE,M,687.2178462,2005-10-13,2286.101154,7.726027397260274,3.5616438356164384,0,0,6.534105424733059,0.1310311135634078,1
81439,31,9,S,BCR,PVE,M,1210.769231,2007-09-19,9230.769231,3.802739726027397,16.77260273972603,0,0,7.099836745034872,0.12903360553009413,1
82568,42,11,M,BCR,PVE,M,1153.846154,2005-09-20,1626.386615,1.347945205479452,8.183561643835617,0,0,7.0517224140839865,0.12903360553009413,1
82252,47,12,M,BCR,STE,F,1337.515385,2005-02-07,7692.307692,6.764383561643836,2.0191780821917806,0,0,7.199316357104285,0.1274590140379614,1
80246,36,6,S,BCR,PVE,M,657.1615385,2010-10-19,1580.769231,1.0328767123287672,2.095890410958904,0,0,6.489450400435431,0.12674994163517703,1
80969,35,2,M,BCR,PVE,F,883.1153846,2015-03-13,7692.307692,0.7671232876712328,2.6767123287671235,0,0,6.7845875796855335,0.12674994163517703,1
80156,37,3,M,MAS,PVE,F,1238.723077,2013-07-24,2307.692308,6.2684931506849315,3.1616438356164385,0,0,7.122643308658342,0.12674994163517703,1
81137,40,11,M,BCR,STE,M,1194.3,2005-10-26,2307.692308,10.975342465753425,6.764383561643836,0,0,7.086152478883935,0.12314866921037519,1
82605,49,13,S,MAS,PVE,F,1215.569231,2004-02-19,7692.307692,8.98082191780822,4.904109589041096,0,0,7.103790070591935,0.12314866921037519,1
81873,54,15,M,HGH,STE,M,804.6419231,2001-11-21,2307.692308,8.73150684931507,1.6767123287671233,1,0,6.691639379648155,0.11840837798445047,1
82529,38,14,M,BCR,PVE,F,1137.846154,2002-10-22,6153.846154,12.520547945205479,12.01917808219178,0,0,7.0377708832092445,0.11769412375582974,1
80887,45,12,M,HGH,PVE,M,862.8461538,2004-11-19,13599.78008,8.73150684931507,11.767123287671232,1,0,6.761394690217524,0.11769412375582974,1
82034,47,12,M,HGH,PVE,M,1411.484615,2005-04-26,2307.692308,9.520547945205479,13.104109589041096,0,0,7.25310557092588,0.11769412375582974,1
81406,42,12,M,BCR,PVE,M,1080.353846,2004-11-04,2307.692308,9.438356164383562,12.01917808219178,0,0,6.9859690961776515,0.11769412375582974,1
81697,41,12,S,HGH,PVE,F,869.5786923,2005-01-04,8461.538462,11.767123287671232,7.586301369863014,0,0,6.769158154088615,0.11337667851353854,1
81219,41,14,S,BCR,MISC,M,1150.622846,2003-06-24,3846.153846,1.7616438356164383,21.75068493150685,0,0,7.048927397026826,0.11047177535701076,1
81866,45,12,M,HGH,PVE,F,1129.261538,2004-09-30,3300.394,8.767123287671232,10.101369863013698,0,0,7.030204334483591,0.11047177535701076,1
80270,41,13,M,HGH,MISC,F,1024.551308,2003-09-10,5076.923077,8.73150684931507,11.835616438356164,1,0,6.932985608440292,0.11047177535701076,1
80359,40,11,M,BCR,PVE,M,1992.530769,2005-12-08,15384.61538,10.934246575342465,20.024657534246575,0,0,7.59766260136495,0.11047177535701076,1
81483,39,9,M,BCR,PVE,M,916.2615385,2008-06-06,6600.788154,6.764383561643836,23.175342465753424,0,0,6.821392642605712,0.11047177535701076,1
81142,41,13,M,HGH,MISC,F,1042.807692,2004-01-09,2307.692308,13.356164383561644,3.6767123287671235,0,0,6.950630548409982,0.11047177535701076,1
81893,39,11,M,MAS,PVE,F,1704.886385,2005-10-18,13846.15385,10.994520547945205,18.77260273972603,0,0,7.441840128530291,0.11047177535701076,1
80660,32,9,D,HGH,PVE,F,914.126,2008-03-11,1282.602769,7.668493150684932,30.78082191780822,0,0,6.819061760713102,0.10845157333680873,1
81533,42,9,M,HGH,PVE,M,1159.228,2007-11-02,7692.307692,8.934246575342465,17.986301369863014,0,0,7.056371816510789,0.10845157333680873,1
81725,42,13,M,BCR,PVE,M,3053.984615,2004-02-24,7692.307692,6.098630136986301,32.032876712328765,0,0,8.024529835586469,0.10845157333680873,1
82138,41,9,M,BCR,PVE,F,802.0470769,2007-11-06,2384.615385,8.923287671232877,8.923287671232877,0,0,6.6884133385047715,0.10845157333680873,1
80100,30,4,S,BCR,STE,M,653.4076923,2013-01-16,1722.307923,0.3013698630136986,1.180821917808219,0,0,6.483730539956615,0.10534399032351938,1
81622,44,13,S,HGH,PVE,M,793.4076923,2004-04-16,2307.692308,9.438356164383562,17.106849315068494,0,0,6.677596795841181,0.10418542694837767,1
81746,41,4,M,BCR,PVE,M,725.5037692,2013-05-29,2307.692308,3.3808219178082193,3.095890410958904,0,0,6.588243671159302,0.1034166083018437,1
80140,35,12,S,BCR,MISC,F,1033.438462,2005-05-14,12269.90931,2.5753424657534247,34.62465753424657,0,0,6.941614009674346,0.10295179158211645,0
80738,28,4,S,BCR,PVE,M,897.2040769,2012-12-21,2307.692308,3.158904109589041,27.28767123287671,0,0,6.800397299610159,0.10204009008322021,0
80432,32,0,M,BCR,PVE,F,1049.320077,2016-10-10,3076.923077,8.73150684931507,10.23013698630137,1,0,6.956850231936843,0.10087858339416349,0
81480,40,3,M,HGH,RET,M,1148.558769,2014-06-18,12984.60562,8.73150684931507,7.764383561643836,1,0,7.047133468603191,0.10016326308669816,0
81546,40,11,M,HGH,PVE,M,713.4696154,2005-11-25,1057.151308,3.7616438356164386,9.767123287671232,0,0,6.571540470783384,0.09860308848832389,0
80983,46,12,M,BCR,PVE,M,1394.478538,2005-04-15,4230.769231,11.520547945205479,15.021917808219179,0,0,7.240992673424217,0.09860308848832389,0
80972,55,12,M,BCR,PVE,F,1314.062154,2005-04-20,692.3076923,8.89041095890411,6.435616438356164,0,0,7.181639208894131,0.09796206284729825,0
81475,33,8,S,BCR,STE,M,721.4923077,2009-04-01,1817.884615,2.9753424657534246,8.032876712328767,0,0,6.582706773147903,0.09796206284729825,0
81146,48,11,M,BCR,PVE,F,1582.261538,2006-03-23,2307.692308,5.8493150684931505,12.95068493150685,0,0,7.367242262911435,0.09796206284729825,0
81158,31,10,M,BCR,PVE,F,1697.176923,2006-12-20,3068.000615,4.6,30.506849315068493,0,0,7.437310556378596,0.09796206284729825,0
80562,34,11,M,HGH,PVE,M,701.2420769,2006-04-20,801.6266923,9.46027397260274,9.767123287671232,0,0,6.554278183471435,0.09796206284729825,0
80814,53,12,M,BCR,PVE,M,1156.628077,2004-08-02,2307.692308,6.764383561643836,10.767123287671232,0,0,7.054128429515191,0.09796206284729825,0
82179,34,12,S,BCR,STE,M,771.2809231,2004-07-17,3461.538462,8.73150684931507,23.224657534246575,1,1,6.649348373858765,0.09796206284729825,0
82404,32,8,M,BCR,MISC,M,2346.221462,2008-08-06,18121.03669,8.156164383561643,31.10958904109589,0,0,7.760987551007446,0.09796206284729825,0
80844,47,12,M,HGH,PVE,M,970.3769231,2005-03-18,2307.692308,2.6767123287671235,28.78082191780822,0,0,6.87871457329839,0.09796206284729825,0
80879,41,6,M,BCR,PVE,M,715.6786154,2010-09-15,7692.307692,6.016438356164383,5.67945205479452,0,0,6.5746275049657745,0.09796206284729825,0
80436,40,6,M,HGH,PVE,M,1352.715385,2011-06-02,8461.538462,13.013698630136986,16.02191780821918,0,0,7.210608228274531,0.09796206284729825,0
81844,39,11,S,HGH,PVE,F,781.4687692,2005-11-23,4615.384615,9.934246575342465,20.013698630136986,0,0,6.6624540100523255,0.09796206284729825,0
81419,51,14,S,OTH,PVE,F,1384.692308,2003-05-21,17966.65285,9.934246575342465,10.767123287671232,0,0,7.2339551551042005,0.09796206284729825,0
80678,41,6,M,BCR,STE,F,952.1392308,2010-09-16,586.1502308,1.0794520547945206,5.8493150684931505,0,0,6.8597609903597245,0.09796206284729825,0
81855,56,11,M,MAS,PVE,M,934.8461538,2005-11-12,322.6538462,2.515068493150685,11.76986301369863,0,0,6.841451097369796,0.09796206284729825,0
80688,56,12,M,BCR,STE,F,869.8,2005-03-02,3076.923077,11.186301369863013,4.764383561643836,0,0,6.769412329360392,0.09796206284729825,0
80698,31,0,M,MAS,STE,M,857.9844615,2016-10-13,4615.384615,6.35068493150685,16.77260273972603,0,0,6.755750832763603,0.09796206284729825,0
82604,51,12,M,BCR,PVE,F,1943.645,2005-05-24,1153.846154,11.013698630136986,8.767123287671232,0,0,7.57283472011367,0.09796206284729825,0
80704,39,11,M,BCR,PVE,F,710.6984615,2006-01-23,6384.615385,10.706849315068494,6.443835616438356,0,0,6.567654312577443,0.09796206284729825,0
82611,29,2,S,BCR,PVE,M,976.9230769,2015-01-26,986.9978462,2.515068493150685,28.0,0,0,6.885431013464988,0.09791682654715142,0
81981,45,15,M,BCR,PVE,M,1497.376923,2001-12-26,2307.692308,8.73150684931507,44.3041095890411,1,0,7.31213774991678,0.09385178715807518,0
80912,48,10,M,BCR,PVE,M,1496.753846,2007-04-20,795.966,7.435616438356164,35.78630136986301,0,0,7.311721828812515,0.09385178715807518,0
82302,47,11,M,BCR,STE,M,1029.126154,2005-09-12,4615.384615,12.424657534246576,16.77260273972603,0,0,6.937436553335317,0.0934166083018437,0
80004,46,11,D,BCR,MISC,F,738.82,2005-11-30,4536.983462,10.934246575342465,8.098630136986301,0,0,6.606406913366536,0.0934166083018437,0
81648,40,15,M,HGH,PVE,M,628.9015385,2002-06-17,5384.615385,14.312328767123288,8.547945205479452,0,0,6.445563519076083,0.0934166083018437,0
81897,41,10,M,BCR,STE,M,1102.561538,2006-10-30,11305.845,10.67123287671233,25.364383561643837,0,0,7.006297990340374,0.0934166083018437,0
82075,47,14,S,BCR,PVE,F,827.1230769,2003-02-03,2307.692308,12.271232876712329,19.734246575342464,0,0,6.719161786937929,0.0934166083018437,0
82431,46,13,M,HGH,PVE,F,1033.846154,2004-05-20,4615.384615,12.438356164383562,21.95068493150685,0,0,6.942008051172672,0.0934166083018437,0
81136,36,6,S,HGH,PVE,M,800.9912308,2010-09-21,3202.710769,9.03013698630137,35.71780821917808,0,0,6.687097673642148,0.09246228109260599,0
82648,40,6,S,BCR,PVE,F,2711.907692,2010-07-29,320.6506923,4.347945205479452,33.43835616438356,0,0,7.905776287752778,0.09246228109260599,0
81491,47,6,M,HGH,PVE,M,7978.961538,2011-06-01,4615.384615,14.273972602739725,15.273972602739725,0,0,8.984688870632741,0.09204009008322021,0
80454,58,11,D,BCR,PVE,F,2090.092308,2006-06-22,2307.692308,10.605479452054794,10.101369863013698,0,0,7.6454418438392375,0.09204009008322021,0
82636,57,11,D,BCR,PVE,F,6864.915385,2005-08-29,4615.384615,14.273972602739725,7.183561643835616,0,0,8.834324650172402,0.09204009008322021,0
80947,44,11,M,OTH,STE,F,813.6769231,2005-12-10,2307.692308,18.687671232876713,4.142465753424657,0,0,6.702791621274077,0.08930633261262064,0
82313,54,15,M,BCR,STE,M,967.6076923,2001-12-26,7692.307692,21.92876712328767,11.454794520547946,0,0,6.875859671605982,0.08930633261262064,0
80354,45,13,S,BCR,PVE,F,1922.676923,2003-07-10,2307.692308,14.391780821917807,15.241095890410959,0,0,7.561993697686935,0.08674994163517703,0
80603,39,0,M,HGH,STE,M,663.0133077,2016-10-11,7692.307692,4.810958904109589,2.4328767123287673,0,0,6.498302190992469,0.08589838079879646,0
82577,33,6,S,HGH,STE,M,630.3230769,2010-09-13,2307.692308,6.065753424657534,4.764383561643836,0,0,6.447817739275413,0.08589838079879646,0
81124,34,4,M,HGH,STE,M,653.8461538,2013-04-05,118.8461538,9.852054794520548,0.6767123287671233,0,0,6.48440032835204,0.08495183346077428,0
82136,48,12,M,OTH,PVE,M,771.5230769,2005-03-22,2015.770846,5.578082191780822,22.361643835616437,0,0,6.64966188133542,0.08475441686667504,0
80875,37,8,M,BCR,PVE,M,767.5418462,2008-09-29,925.1605385,7.841095890410959,36.24383561643835,0,0,6.644495013285406,0.08380655085792837,0
80357,41,13,M,HGH,PVE,M,661.8076923,2004-02-23,2307.692308,0.7616438356164383,10.421917808219177,0,0,6.496484891248489,0.0800962485790072,0
80548,32,7,M,BCR,STE,F,664.9846154,2009-08-05,4615.384615,4.347945205479452,4.095890410958904,0,0,6.50126657027358,0.07949728800622884,0
81060,30,3,S,BCR,PVE,F,603.8218462,2013-10-11,2307.692308,1.2657534246575342,0.7150684931506849,0,0,6.404933945575396,0.07949728800622884,0
80486,50,9,M,BCR,STE,M,867.7239231,2008-01-11,1805.289154,18.416438356164385,6.531506849315068,0,0,6.767025379852956,0.07949728800622884,0
80610,49,1,M,HGH,MISC,F,1412.669231,2016-06-30,2307.692308,1.4246575342465753,1.4328767123287671,0,0,7.2539438947638075,0.07949728800622884,0
81538,54,10,D,HGH,RET,F,902.4560769,2007-01-03,7692.307692,8.73150684931507,11.767123287671232,1,0,6.806227494462076,0.07883244410259702,0
80382,30,9,S,HGH,PVE,F,605.3783077,2008-02-28,7692.307692,6.764383561643836,4.764383561643836,0,0,6.4075040614257865,0.07495183346077429,0
82499,43,12,M,BCR,PVE,M,2523.1,2004-12-20,8073.685923,22.775342465753425,14.523287671232877,0,0,7.833639842527613,0.07354229565455384,0
80861,32,0,S,BCR,PVE,M,561.2474615,2016-10-10,4615.384615,5.2684931506849315,0.7616438356164383,0,0,6.331942075933724,0.07347475366450942,0
82275,34,11,M,BCR,PVE,M,617.2992308,2006-04-10,2307.692308,5.567123287671233,9.767123287671232,0,0,6.426972532507466,0.07221807599017471,0
82629,50,14,M,BCR,MISC,F,778.0916923,2003-04-21,2307.692308,4.347945205479452,16.339726027397262,0,0,6.65812874407883,0.07205306369371704,0
80767,30,7,M,HGH,STE,F,669.9692308,2009-08-14,2307.692308,9.934246575342465,8.934246575342465,0,0,6.50872328018257,0.07147324065355357,0
81306,43,13,M,MAS,STE,M,686.5923077,2004-05-12,3637.501154,17.884931506849316,9.767123287671232,0,0,6.5331960862733425,0.07000891469083231,0
81286,33,0,S,BCR,PVE,M,564.1025385,2016-10-09,4196.394615,6.016438356164383,2.095890410958904,0,0,6.337007198750996,0.06923165065080819,0
80292,44,14,S,BCR,PVE,F,1216.539385,2003-03-21,1461.538462,13.583561643835617,34.6986301369863,0,0,7.1045872035095,0.06804251389986157,0
80735,40,2,M,HGH,PVE,M,610.9333077,2015-03-31,4615.384615,5.720547945205479,5.764383561643836,0,0,6.416623302227785,0.06784214458533898,0
81455,61,9,M,BCR,PVE,F,776.209,2008-06-03,769.2307692,13.104109589041096,3.095890410958904,0,0,6.655709297467117,0.06680808699784277,0
82597,39,11,M,HGH,STE,M,746.8769231,2005-10-03,2307.692308,15.07945205479452,14.96986301369863,0,0,6.617238423125911,0.06588565115476352,0
80304,51,10,D,OTH,STE,F,911.9,2007-02-09,7692.307692,3.4767123287671233,23.775342465753425,0,0,6.816626345571035,0.06534177601685895,0
81596,51,13,M,BCR,STE,F,1141.453846,2004-07-03,2307.692308,24.361643835616437,10.767123287671232,0,0,7.040933724578185,0.0643322116209404,0
81295,45,15,M,HGH,PVE,M,1129.018615,2001-10-24,4292.430538,12.219178082191782,44.465753424657535,0,0,7.029989385022028,0.06312070569877457,0
82008,59,12,M,HGH,MISC,M,1000.0,2005-05-18,7692.307692,12.178082191780822,10.767123287671232,0,0,6.90875477931522,0.06295569340231691,0
80077,56,14,M,HGH,PVE,M,1168.7,2003-06-06,3910.877692,34.967123287671235,9.742465753424657,0,0,7.064502584656662,0.061345786281573875,0
81784,50,13,M,HGH,STE,M,743.5846154,2004-03-10,3846.153846,27.616438356164384,10.353424657534246,0,0,6.612826499661908,0.060798830657218875,0
80952,49,13,W,MAS,STE,F,848.4538462,2004-01-10,13672.18462,6.8493150684931505,28.695890410958903,0,0,6.744593609088648,0.06043580539367428,0
81217,46,15,M,HGH,PVE,M,677.4846154,2002-03-21,4615.384615,3.0164383561643837,23.43013698630137,0,0,6.519861804588968,0.055299048902526605,0
82103,59,5,W,HGH,RET,F,1245.028231,2012-03-05,8115.378538,8.73150684931507,3.0136986301369864,1,0,7.127716356394097,0.053955324034333764,0
81807,53,13,M,HGH,PVE,F,702.2769231,2003-10-15,5532.692308,1.9287671232876713,11.273972602739725,0,0,6.555750730462257,0.05360044101721956,0
80567,37,10,M,BCR,PVE,F,607.3615385,2006-11-13,6323.076923,11.934246575342465,8.098630136986301,0,0,6.410769340931209,0.05360044101721956,0
81986,47,1,M,HGH,STE,M,731.6457692,2016-03-22,7692.307692,24.77260273972603,2.4328767123287673,0,0,6.596662323413706,0.05346761369274139,0
82155,45,8,M,HGH,STE,M,640.5854615,2008-12-02,2307.692308,5.435616438356164,9.767123287671232,0,0,6.463942396538711,0.05339316773057441,0
80135,42,12,D,BCR,PVE,F,647.9,2004-09-15,7692.307692,8.843835616438357,16.687671232876713,0,0,6.4752786216271225,0.05292065806838638,0
81963,62,12,M,BCR,PVE,F,2270.811846,2005-01-19,9207.980769,13.854794520547944,6.112328767123287,0,0,7.728332962151188,0.05292065806838638,0
81014,42,14,M,BCR,PVE,F,666.8946923,2003-01-03,1307.692308,13.76986301369863,13.375342465753425,0,0,6.504130514851683,0.05292065806838638,0
82699,35,4,M,BCR,PVE,F,528.0975385,2012-10-12,2307.692308,2.347945205479452,1.095890410958904,0,0,6.271172797659612,0.05233192380825778,0
82657,61,11,D,BCR,STE,F,1109.915385,2005-08-25,4615.384615,12.983561643835616,4.764383561643836,0,0,7.012939625623114,0.05144357827212152,0
81901,34,10,S,BCR,PVE,M,562.7692308,2006-10-19,9421.537462,10.520547945205479,3.095890410958904,0,0,6.334645002518891,0.05144357827212152,0
80964,45,11,M,HGH,STE,M,677.8846154,2005-11-25,2307.692308,20.18082191780822,6.764383561643836,0,0,6.520451179981459,0.05144357827212152,0
82384,61,15,M,BCR,STE,F,665.1692308,2002-02-01,4615.384615,12.26027397260274,4.764383561643836,0,0,6.501543738562676,0.05131075094764335,0
80927,36,9,S,BCR,PVE,M,706.7692308,2007-09-27,7692.307692,1.7616438356164383,35.14520547945205,0,0,6.562118095364298,0.0511811145862183,0
81744,44,3,D,HGH,RET,M,963.4033846,2013-11-20,5680.764923,8.73150684931507,43.16986301369863,1,0,6.871509655840468,0.0507827133876411,0
80466,29,10,S,BCR,PVE,F,654.3769231,2006-12-10,7692.307692,1.8657534246575342,21.775342465753425,0,0,6.485210525238954,0.04957773905879215,0
80684,41,3,M,HGH,STE,M,755.1384615,2013-10-01,348.5361538,10.438356164383562,16.77260273972603,0,0,6.62822450954187,0.04810065926252729,0
82057,48,8,M,BCR,PVE,F,773.4461538,2008-09-18,1614.737231,2.326027397260274,33.78356164383562,0,0,6.65214813361821,0.04810065926252729,0
82187,36,9,S,BCR,PVE,M,573.0307692,2007-09-26,2307.692308,9.04931506849315,6.005479452054795,0,0,6.352682999760925,0.04805962583159986,0
81418,53,2,M,BCR,PVE,M,882.6065385,2015-06-10,2307.692308,21.86027397260274,11.427397260273972,0,0,6.784011871360141,0.04796783193804912,0
82709,54,13,M,BCR,STE,F,1087.076923,2003-07-12,4615.384615,15.682191780821919,19.85753424657534,0,0,6.992167126203435,0.04742087631369411,0
81559,45,10,M,BCR,PVE,F,792.3615385,2006-07-31,2307.692308,10.23013698630137,44.26849315068493,0,0,6.67627903009652,0.04742087631369411,0
80835,39,12,M,BCR,PVE,F,596.4689231,2005-04-19,3846.153846,11.512328767123288,7.183561643835616,0,0,6.392702270904901,0.04742087631369411,0
81818,56,14,M,BCR,MISC,F,1235.576923,2002-08-26,2307.692308,14.235616438356164,20.276712328767122,0,0,7.120102295297419,0.04742087631369411,0
80789,34,9,S,BCR,PVE,M,715.3846154,2007-08-09,474.8160769,14.104109589041096,28.326027397260273,0,0,6.574217195081596,0.04742087631369411,0
81593,53,13,M,OTH,STE,M,1157.846154,2003-12-18,2923.076923,25.616438356164384,17.09315068493151,0,0,7.055180094235623,0.04742087631369411,0
80772,56,12,M,BCR,PVE,F,1049.138462,2004-09-23,1614.737231,13.854794520547944,17.106849315068494,0,0,6.956677303029101,0.04742087631369411,0
82206,47,12,M,BCR,STE,F,639.1676923,2005-01-14,7692.307692,20.024657534246575,6.693150684931507,0,0,6.4617301612514275,0.04594379651742926,0
80953,44,14,M,BCR,PVE,M,707.1619231,2002-07-25,3076.923077,12.684931506849315,32.78356164383562,0,0,6.562672772488233,0.04594379651742926,0
80940,56,12,D,BCR,STE,F,802.2307692,2004-09-07,2307.692308,25.791780821917808,10.147945205479452,0,0,6.688642056470655,0.04594379651742926,0
81832,42,14,D,HGH,STE,M,608.9261538,2003-05-22,7692.307692,8.73150684931507,9.767123287671232,1,0,6.41333789049482,0.04594379651742926,0
80586,35,11,M,HGH,PVE,M,655.1255385,2006-05-19,2307.692308,9.438356164383562,31.78082191780822,0,0,6.486352140299885,0.04594379651742926,0
80854,61,9,M,HGH,RET,M,1296.809923,2008-03-14,10387.68454,8.73150684931507,14.854794520547944,1,0,7.168433448174173,0.04594379651742926,0
82339,55,12,M,BCR,PVE,M,798.5017692,2004-10-13,2366.339615,8.934246575342465,31.246575342465754,0,0,6.683988745154612,0.04594379651742926,0
82048,46,13,M,BCR,STE,M,606.9010769,2003-07-21,6153.846154,14.021917808219179,7.35068493150685,0,0,6.41001216626158,0.04594379651742926,0
81175,49,10,M,HGH,STE,M,737.952,2006-07-26,2307.692308,20.986301369863014,13.104109589041096,0,0,6.605232966199987,0.04594379651742926,0
81179,48,11,M,BCR,PVE,F,651.7618462,2006-05-05,9230.769231,10.438356164383562,22.813698630136987,0,0,6.4812123555570365,0.04594379651742926,0
81282,51,8,M,BCR,PVE,M,1091.530769,2009-01-19,1626.386615,28.44109589041096,16.77260273972603,0,0,6.996252090417546,0.04594379651742926,0
80403,57,11,S,BCR,STE,F,682.3128462,2006-03-22,2307.692308,10.419178082191781,12.76986301369863,0,0,6.5269528018441685,0.04594379651742926,0
81876,48,12,M,BCR,STE,M,746.1538462,2004-07-27,156.9307692,24.64109589041096,15.342465753424657,0,0,6.616271116002567,0.04594379651742926,0
81290,41,11,M,OTH,STE,F,640.4384615,2005-09-28,1153.846154,14.523287671232877,10.095890410958905,0,0,6.463713250381717,0.04594379651742926,0
82014,49,11,M,BCR,STE,F,647.6296154,2005-08-12,5384.615385,12.438356164383562,13.76986301369863,0,0,6.474861853330347,0.04594379651742926,0
82747,44,14,M,HGH,PVE,M,682.9541538,2002-12-20,7692.307692,10.767123287671232,42.8986301369863,0,0,6.527890888767979,0.04594379651742926,0
82697,61,11,M,BCR,STE,M,756.9461538,2005-11-02,801.6266923,6.764383561643836,11.4,0,0,6.630612345915944,0.04594379651742926,0
82366,33,9,D,HGH,PVE,F,599.9071538,2008-02-28,1738.846154,8.73150684931507,9.767123287671232,1,0,6.3984404364113034,0.04594379651742926,0
80113,37,9,M,HGH,STE,M,581.4853846,2008-05-09,3076.923077,10.4,7.435616438356164,0,0,6.367304094309625,0.04594379651742926,0
80472,39,12,S,BCR,PVE,M,773.2913846,2004-10-19,993.7996154,0.09315068493150686,30.78082191780822,0,0,6.651948268635697,0.04589096613817513,0
80778,32,3,S,BCR,PVE,M,599.63,2013-10-29,794.0968462,0.5013698630136987,6.33972602739726,0,0,6.397979104351718,0.04581405193858662,0
82288,55,10,M,MAS,PVE,M,695.7988462,2006-11-20,11538.46154,12.684931506849315,16.18904109589041,0,0,6.546496769681584,0.04581096919295108,0
82731,46,3,M,HGH,PVE,M,684.6153846,2014-05-15,7692.307692,10.101369863013698,16.77260273972603,0,0,6.530316806646741,0.04581096919295108,0
